RegionID,Neighborhood,State,City,Metro,County,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28
41131,Sun Valley,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,584892.0,577879.0,568775.0,561573.0,557007.0,554379.0,555936.0,561878.0,570405.0,579758.0,588731.0,597303.0,602039.0,603658.0,603503.0,604039.0,602979.0,599953.0,600350.0,606052.0,617178.0,629346.0,643118.0,656995.0,664957.0,668485.0,668421.0,672618.0,679364.0,688593.0,698950.0,706475.0,712015.0,716409.0,721162.0,726266.0,733143.0,743333.0,756139.0,767153.0,776265.0,781180.0,783972.0,783670.0,782510.0,780661.0,779298.0,776318.0,767587.0,754784.0
30731,Canoga Park,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,558309.0,551919.0,543797.0,538436.0,535076.0,533423.0,535281.0,540844.0,548930.0,557460.0,565554.0,573180.0,577796.0,580003.0,580867.0,580880.0,579217.0,575288.0,575203.0,580739.0,591985.0,605192.0,619601.0,634132.0,643915.0,649314.0,651942.0,658019.0,667195.0,678320.0,689452.0,695805.0,698840.0,700677.0,704723.0,710713.0,721176.0,736301.0,754164.0,768399.0,778085.0,782659.0,784217.0,783238.0,781161.0,778799.0,777071.0,773665.0,762841.0,748645.0
273674,Fairgrounds,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,867351.0,859113.0,849537.0,840313.0,832443.0,824441.0,818675.0,815293.0,815698.0,817180.0,818457.0,820499.0,824379.0,829414.0,834631.0,836513.0,834596.0,829159.0,824916.0,825701.0,832534.0,844475.0,859315.0,874371.0,885653.0,893286.0,897784.0,904095.0,912212.0,921921.0,931761.0,941431.0,950891.0,959419.0,968211.0,979528.0,995200.0,1014017.0,1034654.0,1052118.0,1064554.0,1068000.0,1063901.0,1053105.0,1040149.0,1028889.0,1022575.0,1018377.0,1009058.0,995536.0
273794,Fresno High Roeding,CA,Fresno,"Fresno, CA",Fresno County,198248.0,200599.0,202726.0,203859.0,204374.0,205137.0,205822.0,206904.0,207681.0,208936.0,210112.0,211233.0,212349.0,213204.0,214173.0,214849.0,215108.0,215275.0,215924.0,217923.0,221179.0,225273.0,229761.0,234302.0,238649.0,242832.0,247002.0,251084.0,255173.0,259187.0,262675.0,264909.0,265799.0,266870.0,269065.0,272450.0,276830.0,281952.0,287399.0,292237.0,296124.0,298905.0,300522.0,300837.0,300557.0,300033.0,299338.0,298217.0,296788.0,295550.0
48516,Wilmington,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,499293.0,493881.0,487355.0,483179.0,480862.0,479752.0,481099.0,485604.0,492001.0,498205.0,503509.0,508326.0,511197.0,512516.0,512917.0,513139.0,512368.0,510296.0,511122.0,515927.0,524548.0,534374.0,545337.0,556659.0,564458.0,568695.0,569852.0,572448.0,576857.0,583337.0,590367.0,594330.0,596211.0,597681.0,601065.0,605254.0,612048.0,621336.0,632615.0,641429.0,647506.0,650639.0,652841.0,653853.0,653929.0,652812.0,650977.0,647970.0,640695.0,631103.0
818981,Clayton Valley,CA,Concord,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,612180.0,611095.0,611091.0,612163.0,612951.0,613911.0,615213.0,617034.0,618799.0,620273.0,622562.0,624828.0,627757.0,631277.0,635977.0,639862.0,640918.0,639918.0,639803.0,643610.0,651265.0,661653.0,674041.0,686358.0,697812.0,708223.0,718267.0,728174.0,738410.0,748172.0,755189.0,756286.0,752596.0,748513.0,748289.0,751674.0,760583.0,772996.0,787985.0,799214.0,805551.0,806262.0,802411.0,794510.0,784894.0,775923.0,768552.0,762321.0,755584.0,748742.0
114074,Cambrian Park,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1201086.0,1185649.0,1168588.0,1153862.0,1142587.0,1131977.0,1125409.0,1122527.0,1124210.0,1125031.0,1125074.0,1125162.0,1127012.0,1131607.0,1138696.0,1142805.0,1140190.0,1131229.0,1125624.0,1128972.0,1143001.0,1162039.0,1184654.0,1205343.0,1221017.0,1231563.0,1240093.0,1251931.0,1267181.0,1283953.0,1296854.0,1303930.0,1307045.0,1313305.0,1325472.0,1345729.0,1375874.0,1412541.0,1451812.0,1482266.0,1500953.0,1504663.0,1499200.0,1487704.0,1475263.0,1467705.0,1468281.0,1471976.0,1470209.0,1459745.0
268384,Outer Sunset,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1369133.0,1355995.0,1343628.0,1336992.0,1335658.0,1341383.0,1350500.0,1359742.0,1366034.0,1369306.0,1375051.0,1380680.0,1387460.0,1394266.0,1403220.0,1407790.0,1403893.0,1393322.0,1387847.0,1392662.0,1403789.0,1414015.0,1423151.0,1430532.0,1436352.0,1442186.0,1450799.0,1464197.0,1481494.0,1501225.0,1518832.0,1528920.0,1531944.0,1533019.0,1539480.0,1547158.0,1562667.0,1584212.0,1610735.0,1627873.0,1634220.0,1628461.0,1615278.0,1593973.0,1568464.0,1546936.0,1528817.0,1513360.0,1492340.0,1472345.0
343244,Northwest,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,518568.0,518983.0,519515.0,520033.0,520397.0,520930.0,522831.0,526086.0,529457.0,531906.0,535237.0,539360.0,543649.0,547621.0,551896.0,556484.0,559083.0,559960.0,560616.0,563602.0,569225.0,576806.0,586108.0,596188.0,606032.0,615104.0,623650.0,632513.0,641763.0,650538.0,656445.0,657061.0,654194.0,651682.0,652902.0,657381.0,668816.0,685860.0,706274.0,722960.0,733473.0,738036.0,736533.0,730504.0,722309.0,715220.0,709676.0,704443.0,698256.0,693867.0
118673,University City,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,745181.0,745551.0,747171.0,749714.0,752830.0,756123.0,757526.0,759270.0,761874.0,766960.0,773366.0,778949.0,784026.0,788383.0,793478.0,799268.0,803162.0,805819.0,809186.0,815571.0,825509.0,836303.0,848788.0,860605.0,872338.0,883280.0,894450.0,907230.0,923025.0,940807.0,956551.0,964928.0,968021.0,971108.0,979539.0,994237.0,1021209.0,1057996.0,1099874.0,1134785.0,1159488.0,1172856.0,1174953.0,1166165.0,1150611.0,1135699.0,1124945.0,1116723.0,1108875.0,1105116.0
